file_id	pts_id	samp_id	samp_id1	file_name	file_path
00563b87-bb26-48f3-8ca7-e2eb17589ce5	315b6dea-02c6-44dc-9788-a72f78fae815	TCGA-BP-5182-01A-01D-1424-05	TCGA-BP-5182-01A-01	2c5c53d7-4812-4c05-8eb6-712ef8a48e50.methylation_array.sesame.level3betas.txt	/data2/rawdata/public/TCGA/RNA-Seq/00563b87-bb26-48f3-8ca7-e2eb17589ce5/2c5c53d7-4812-4c05-8eb6-712ef8a48e50.methylation_array.sesame.level3betas.txt
0056e58e-ee51-4ee2-8510-34e7a93d2664	36470b30-a3b3-4d28-851b-918a7ff88011	TCGA-55-8096-01A-11D-2239-05	TCGA-55-8096-01A-11	e5fb834f-f790-4224-a306-202bfd69cd7b.methylation_array.sesame.level3betas.txt	/data2/rawdata/public/TCGA/RNA-Seq/0056e58e-ee51-4ee2-8510-34e7a93d2664/e5fb834f-f790-4224-a306-202bfd69cd7b.methylation_array.sesame.level3betas.txt
005a09df-3c80-4af4-a560-7ada949c3968	d296cdb5-a0f6-40cc-8ce7-73e4ccd176f3	TCGA-CR-7394-01A-11D-2014-05	TCGA-CR-7394-01A-11	b4680d87-1e80-4b03-af0a-428845ed9d89.methylation_array.sesame.level3betas.txt	/data2/rawdata/public/TCGA/RNA-Seq/005a09df-3c80-4af4-a560-7ada949c3968/b4680d87-1e80-4b03-af0a-428845ed9d89.methylation_array.sesame.level3betas.txt
00652238-ffe1-4ce1-b05d-8946b78ae52f	8bfac5b9-fa2b-4b6e-9537-e9d8a2f0d1dc	TCGA-EJ-A65G-01A-21D-A29T-05	TCGA-EJ-A65G-01A-21	4dcb2900-65ff-4869-92e9-4ca5946fdeed.methylation_array.sesame.level3betas.txt	/data2/rawdata/public/TCGA/RNA-Seq/00652238-ffe1-4ce1-b05d-8946b78ae52f/4dcb2900-65ff-4869-92e9-4ca5946fdeed.methylation_array.sesame.level3betas.txt
00680e8a-2bba-4aeb-9e41-e72ad2ce09c5	44d99f11-ef5b-45d7-b7df-b5c5893d878f	TCGA-CV-7429-01A-11D-2130-05	TCGA-CV-7429-01A-11	c2edfabb-fd14-4bd7-8bf6-1427ec61f83a.methylation_array.sesame.level3betas.txt	/data2/rawdata/public/TCGA/RNA-Seq/00680e8a-2bba-4aeb-9e41-e72ad2ce09c5/c2edfabb-fd14-4bd7-8bf6-1427ec61f83a.methylation_array.sesame.level3betas.txt
0071e22a-4392-431b-8e94-aede10572dd6	fa2d4258-3ee4-4d53-8ef2-9700b5cf38d6	TCGA-CV-7568-01A-11D-2230-05	TCGA-CV-7568-01A-11	5c981cd2-3e26-465e-9ff9-171b363f60bc.methylation_array.sesame.level3betas.txt	/data2/rawdata/public/TCGA/RNA-Seq/0071e22a-4392-431b-8e94-aede10572dd6/5c981cd2-3e26-465e-9ff9-171b363f60bc.methylation_array.sesame.level3betas.txt
0072202c-13a3-46d6-8c9b-dc394415701a	ce727e9e-325d-41d8-bfaf-0051418b9bef	TCGA-RP-A694-06A-11D-A30Z-05	TCGA-RP-A694-06A-11	b0487ff6-cc43-4291-9ec9-c9ca69aa6fe8.methylation_array.sesame.level3betas.txt	/data2/rawdata/public/TCGA/RNA-Seq/0072202c-13a3-46d6-8c9b-dc394415701a/b0487ff6-cc43-4291-9ec9-c9ca69aa6fe8.methylation_array.sesame.level3betas.txt
0077e467-73bd-448f-aa88-141dd5b2cee9	23f47401-1bab-4395-970f-4e388aab2542	TCGA-E8-A414-01A-11D-A23O-05	TCGA-E8-A414-01A-11	9cae09c4-6aa4-4572-be89-208a782b8acb.methylation_array.sesame.level3betas.txt	/data2/rawdata/public/TCGA/RNA-Seq/0077e467-73bd-448f-aa88-141dd5b2cee9/9cae09c4-6aa4-4572-be89-208a782b8acb.methylation_array.sesame.level3betas.txt
0078133f-a142-4876-a29e-c0653e937ba4	ad2fe57c-2f44-4d57-83a9-349c8a25c414	TCGA-V5-AASW-01A-11D-A409-05	TCGA-V5-AASW-01A-11	b7bb28a2-3b52-492d-bce5-38af10c8af1b.methylation_array.sesame.level3betas.txt	/data2/rawdata/public/TCGA/RNA-Seq/0078133f-a142-4876-a29e-c0653e937ba4/b7bb28a2-3b52-492d-bce5-38af10c8af1b.methylation_array.sesame.level3betas.txt
007adaa8-51a6-49be-9173-7176e4f9a13e	76c39b6f-a629-5a66-b562-ee83defb0b47	TARGET-50-PAEAFB-01A-01D	TARGET-50-PAEAFB-01A-01D	d548b903-cf34-45a4-bbd7-251baa61bc0f.methylation_array.sesame.level3betas.txt	/data2/rawdata/public/TCGA/RNA-Seq/007adaa8-51a6-49be-9173-7176e4f9a13e/d548b903-cf34-45a4-bbd7-251baa61bc0f.methylation_array.sesame.level3betas.txt
007f74fa-9b72-41a8-9c13-a66f437464bc	01450144-fb40-44bb-9909-7bd46f3c4d8c	TCGA-S7-A7WL-01A-11D-A35J-05	TCGA-S7-A7WL-01A-11	30788a4f-fde5-4e36-9893-3245526fc7d4.methylation_array.sesame.level3betas.txt	/data2/rawdata/public/TCGA/RNA-Seq/007f74fa-9b72-41a8-9c13-a66f437464bc/30788a4f-fde5-4e36-9893-3245526fc7d4.methylation_array.sesame.level3betas.txt
0080148a-c89c-4297-9a82-dbeb14ee6019	291f45ab-1b77-456a-9783-06106fbe3053	TCGA-CZ-4866-01A-01D-1500-05	TCGA-CZ-4866-01A-01	1d13422d-d791-4e33-a92c-20778d359df6.methylation_array.sesame.level3betas.txt	/data2/rawdata/public/TCGA/RNA-Seq/0080148a-c89c-4297-9a82-dbeb14ee6019/1d13422d-d791-4e33-a92c-20778d359df6.methylation_array.sesame.level3betas.txt
0084dbbb-5daa-4152-9bfb-3f4c61d675ce	7cdebabb-7ef4-5ab0-aca7-d1669292845f	TARGET-20-PASMGW-04A-02D	TARGET-20-PASMGW-04A-02D	3f07ee26-9032-4778-8efd-2c43c50bd30a.methylation_array.sesame.level3betas.txt	/data2/rawdata/public/TCGA/RNA-Seq/0084dbbb-5daa-4152-9bfb-3f4c61d675ce/3f07ee26-9032-4778-8efd-2c43c50bd30a.methylation_array.sesame.level3betas.txt
009589ee-7d48-4867-a19c-c6b15cf07bcc	da094e20-df07-4efa-892c-33f4ac5c3056	TCGA-W2-A7HC-01A-11D-A35J-05	TCGA-W2-A7HC-01A-11	1a37ca6b-0546-4f6d-9635-8f37473a3a4d.methylation_array.sesame.level3betas.txt	/data2/rawdata/public/TCGA/RNA-Seq/009589ee-7d48-4867-a19c-c6b15cf07bcc/1a37ca6b-0546-4f6d-9635-8f37473a3a4d.methylation_array.sesame.level3betas.txt
009b3f77-b26c-48ef-b4bc-cfa8cc067639	19f0cb8c-2e57-4310-967f-a9890f1605db	TCGA-18-4721-11A-01D-1440-05	TCGA-18-4721-11A-01	8bc4e25e-d3d5-4405-a5e8-fd5ebfa48977.methylation_array.sesame.level3betas.txt	/data2/rawdata/public/TCGA/RNA-Seq/009b3f77-b26c-48ef-b4bc-cfa8cc067639/8bc4e25e-d3d5-4405-a5e8-fd5ebfa48977.methylation_array.sesame.level3betas.txt
00b7555c-fab6-4706-95ac-98ed6af29d8a	393abcf7-1155-4b32-85ca-cd44d259e4b4	TCGA-CZ-5461-01A-01D-1500-05	TCGA-CZ-5461-01A-01	1b8c9552-7a5f-492a-9d68-1f105cfbbe30.methylation_array.sesame.level3betas.txt	/data2/rawdata/public/TCGA/RNA-Seq/00b7555c-fab6-4706-95ac-98ed6af29d8a/1b8c9552-7a5f-492a-9d68-1f105cfbbe30.methylation_array.sesame.level3betas.txt
00b88668-6ac0-458e-a08c-0881a7923278	98889636-e53c-44df-951e-01a70033e754	TCGA-UD-AAC6-01A-11D-A39S-05	TCGA-UD-AAC6-01A-11	df0093cd-3e11-40cf-bf7b-f50c4b93bce0.methylation_array.sesame.level3betas.txt	/data2/rawdata/public/TCGA/RNA-Seq/00b88668-6ac0-458e-a08c-0881a7923278/df0093cd-3e11-40cf-bf7b-f50c4b93bce0.methylation_array.sesame.level3betas.txt
00cdc710-56b5-40a0-92f6-db133b7b4fb6	1e5c8323-383d-51a0-9199-1b9504b29c7e	TARGET-20-PABLDZ-14A-01D	TARGET-20-PABLDZ-14A-01D	e77c3816-d002-46ac-a030-49a2060fc54a.methylation_array.sesame.level3betas.txt	/data2/rawdata/public/TCGA/RNA-Seq/00cdc710-56b5-40a0-92f6-db133b7b4fb6/e77c3816-d002-46ac-a030-49a2060fc54a.methylation_array.sesame.level3betas.txt
00d2ca60-bd27-4f86-8ce8-6c86224c6eee	ddeacccf-0953-4952-8a4e-c2617f2e7bcc	TCGA-44-5645-01B-04D-A276-05	TCGA-44-5645-01B-04	43ae6595-f35e-4847-b096-da193998ba88.methylation_array.sesame.level3betas.txt	/data2/rawdata/public/TCGA/RNA-Seq/00d2ca60-bd27-4f86-8ce8-6c86224c6eee/43ae6595-f35e-4847-b096-da193998ba88.methylation_array.sesame.level3betas.txt
00d618ed-c53e-43be-b10e-4331b831c38d	78499f63-fe28-4b99-9f0e-6002203c4596	TCGA-F5-6861-01A-11D-1926-05	TCGA-F5-6861-01A-11	0be08989-6549-45e0-8ee8-876a5ce71ffa.methylation_array.sesame.level3betas.txt	/data2/rawdata/public/TCGA/RNA-Seq/00d618ed-c53e-43be-b10e-4331b831c38d/0be08989-6549-45e0-8ee8-876a5ce71ffa.methylation_array.sesame.level3betas.txt
00dc25a1-15f1-45b2-aba1-4e7459d0dab0	eda9496e-be80-4a13-bf06-89f0cc9e937f	TCGA-GS-A9TZ-01A-11D-A39G-05	TCGA-GS-A9TZ-01A-11	aecdc475-418b-4099-806b-8934ccc9da64.methylation_array.sesame.level3betas.txt	/data2/rawdata/public/TCGA/RNA-Seq/00dc25a1-15f1-45b2-aba1-4e7459d0dab0/aecdc475-418b-4099-806b-8934ccc9da64.methylation_array.sesame.level3betas.txt
00dfcdfb-b9bc-4254-89fa-0d12702eaaf3	446d76df-3e78-4272-a942-ced0de27c794	TCGA-P5-A730-01A-11D-A32C-05	TCGA-P5-A730-01A-11	222958f2-2636-4b64-8500-6396863223e6.methylation_array.sesame.level3betas.txt	/data2/rawdata/public/TCGA/RNA-Seq/00dfcdfb-b9bc-4254-89fa-0d12702eaaf3/222958f2-2636-4b64-8500-6396863223e6.methylation_array.sesame.level3betas.txt
00f225fb-e4ea-4930-983e-d9376e944f72	93b742eb-5fc3-4ce2-b7f6-c89f97e0dcc9	TCGA-CV-7263-11A-01D-2014-05	TCGA-CV-7263-11A-01	37a86952-261b-4e94-85ec-ae8594bce846.methylation_array.sesame.level3betas.txt	/data2/rawdata/public/TCGA/RNA-Seq/00f225fb-e4ea-4930-983e-d9376e944f72/37a86952-261b-4e94-85ec-ae8594bce846.methylation_array.sesame.level3betas.txt
00f55334-d39e-4c0f-85ab-082cd8b65304	52fef8a9-6860-48bd-b992-a56ccad1243c	TCGA-AX-A2HH-01A-11D-A17F-05	TCGA-AX-A2HH-01A-11	efb260ae-430a-494a-b9c4-1da82a1a5210.methylation_array.sesame.level3betas.txt	/data2/rawdata/public/TCGA/RNA-Seq/00f55334-d39e-4c0f-85ab-082cd8b65304/efb260ae-430a-494a-b9c4-1da82a1a5210.methylation_array.sesame.level3betas.txt
00fb06ba-8caa-41a7-8b34-efb1b73bef6e	5f29578a-7606-4625-bd24-a194b3287024	TCGA-63-A5MS-01A-11D-A26N-05	TCGA-63-A5MS-01A-11	af19f4af-8c9d-4bea-b690-79954a4a3274.methylation_array.sesame.level3betas.txt	/data2/rawdata/public/TCGA/RNA-Seq/00fb06ba-8caa-41a7-8b34-efb1b73bef6e/af19f4af-8c9d-4bea-b690-79954a4a3274.methylation_array.sesame.level3betas.txt
011544c3-9592-43b7-92ab-861c479b7a1e	6b2d63f2-f390-4601-9640-f769f6e91bf4	TCGA-FJ-A3Z7-01A-12D-A23O-05	TCGA-FJ-A3Z7-01A-12	c0939c53-1757-4903-96b9-0f1a2aeb989f.methylation_array.sesame.level3betas.txt	/data2/rawdata/public/TCGA/RNA-Seq/011544c3-9592-43b7-92ab-861c479b7a1e/c0939c53-1757-4903-96b9-0f1a2aeb989f.methylation_array.sesame.level3betas.txt
0119d746-9b62-493d-ba6b-18d7cfa79eb7	c147d12e-5e96-484e-bbe7-dc2f11f889bf	TCGA-AB-2987-03A-01D-0742-05	TCGA-AB-2987-03A-01	cc1ba7ae-1c88-4df5-be03-16d0530524be.methylation_array.sesame.level3betas.txt	/data2/rawdata/public/TCGA/RNA-Seq/0119d746-9b62-493d-ba6b-18d7cfa79eb7/cc1ba7ae-1c88-4df5-be03-16d0530524be.methylation_array.sesame.level3betas.txt
011aad90-4950-457a-bec7-34142e7232df	da21e143-dbf6-4ac7-8872-f1d9ae39512d	TCGA-G4-6320-11A-01D-1721-05	TCGA-G4-6320-11A-01	770fad3b-8c6a-4a6f-80db-d457105dd6d1.methylation_array.sesame.level3betas.txt	/data2/rawdata/public/TCGA/RNA-Seq/011aad90-4950-457a-bec7-34142e7232df/770fad3b-8c6a-4a6f-80db-d457105dd6d1.methylation_array.sesame.level3betas.txt
011e4bb8-43c6-4535-9630-bab0bdf4ff6f	9dd41965-7a62-464d-8a23-5c3f9565dd91	TCGA-KQ-A41O-01A-12D-A34V-05	TCGA-KQ-A41O-01A-12	2b731287-b944-4b1f-9b9c-843eeca4e033.methylation_array.sesame.level3betas.txt	/data2/rawdata/public/TCGA/RNA-Seq/011e4bb8-43c6-4535-9630-bab0bdf4ff6f/2b731287-b944-4b1f-9b9c-843eeca4e033.methylation_array.sesame.level3betas.txt
012e86fe-01c4-4983-b680-c5292b2531bc	5cdae21d-eee5-478f-932a-0f51fcf5f031	TCGA-E9-A1RC-01A-11D-A161-05	TCGA-E9-A1RC-01A-11	5121dfb2-28be-4699-94a7-8fe6e3318b01.methylation_array.sesame.level3betas.txt	/data2/rawdata/public/TCGA/RNA-Seq/012e86fe-01c4-4983-b680-c5292b2531bc/5121dfb2-28be-4699-94a7-8fe6e3318b01.methylation_array.sesame.level3betas.txt
013e5956-c961-47b9-b1db-c22af886fe26	4387a2c2-8007-4735-a48c-34a2b476018e	TCGA-IB-8126-01A-11D-2399-05	TCGA-IB-8126-01A-11	f7398cea-bc95-4d75-87b9-b8d25b7cc6a6.methylation_array.sesame.level3betas.txt	/data2/rawdata/public/TCGA/RNA-Seq/013e5956-c961-47b9-b1db-c22af886fe26/f7398cea-bc95-4d75-87b9-b8d25b7cc6a6.methylation_array.sesame.level3betas.txt
0141642d-c1ad-4923-a4e4-78ac5d5d920e	259b4d49-7cfc-420f-ba5e-65febc328ce4	TCGA-D9-A6E9-06A-12D-A30Z-05	TCGA-D9-A6E9-06A-12	045e194b-4ce2-4840-94c8-cfa78c9a5bd3.methylation_array.sesame.level3betas.txt	/data2/rawdata/public/TCGA/RNA-Seq/0141642d-c1ad-4923-a4e4-78ac5d5d920e/045e194b-4ce2-4840-94c8-cfa78c9a5bd3.methylation_array.sesame.level3betas.txt
0141d7c4-3189-4454-a9ee-b37b166a082c	088c2e4e-fc4e-4252-84ed-e3ca2c401958	TCGA-AB-2970-03A-01D-0741-05	TCGA-AB-2970-03A-01	25a9cff0-83ce-403d-97d5-f51b0376e2a4.methylation_array.sesame.level3betas.txt	/data2/rawdata/public/TCGA/RNA-Seq/0141d7c4-3189-4454-a9ee-b37b166a082c/25a9cff0-83ce-403d-97d5-f51b0376e2a4.methylation_array.sesame.level3betas.txt
01479288-b63f-4c06-829a-4ce1b9e5aeda	553f810b-e917-4935-a875-dc9b902d0789	TCGA-98-8023-01A-11D-2245-05	TCGA-98-8023-01A-11	c2237c76-cb87-46d4-8937-cfc2e84a123f.methylation_array.sesame.level3betas.txt	/data2/rawdata/public/TCGA/RNA-Seq/01479288-b63f-4c06-829a-4ce1b9e5aeda/c2237c76-cb87-46d4-8937-cfc2e84a123f.methylation_array.sesame.level3betas.txt
0156bbbb-d993-4e1e-b014-6ddd805200ff	fe3eeeb6-0db4-46d7-a020-55604d474c12	TCGA-78-7167-01A-11D-2064-05	TCGA-78-7167-01A-11	4d94678e-d455-4a86-8eca-74e0fb0823c4.methylation_array.sesame.level3betas.txt	/data2/rawdata/public/TCGA/RNA-Seq/0156bbbb-d993-4e1e-b014-6ddd805200ff/4d94678e-d455-4a86-8eca-74e0fb0823c4.methylation_array.sesame.level3betas.txt
0162e40f-a5c8-4d28-8237-e11e8a7cec36	1da4ab7d-4353-4565-a522-d2fecadd4a85	TCGA-E8-A437-01A-12D-A23V-05	TCGA-E8-A437-01A-12	10cf2002-1327-48a8-9b6e-94b3d25c4f86.methylation_array.sesame.level3betas.txt	/data2/rawdata/public/TCGA/RNA-Seq/0162e40f-a5c8-4d28-8237-e11e8a7cec36/10cf2002-1327-48a8-9b6e-94b3d25c4f86.methylation_array.sesame.level3betas.txt
0165df21-d78d-49a5-bfdd-38f5a3c91ccd	8f54d854-22ea-4bd0-8cb1-1ab708544095	TCGA-BP-5177-11A-01D-1424-05	TCGA-BP-5177-11A-01	7ea187bc-1f81-435e-a09b-50bf3b10f6da.methylation_array.sesame.level3betas.txt	/data2/rawdata/public/TCGA/RNA-Seq/0165df21-d78d-49a5-bfdd-38f5a3c91ccd/7ea187bc-1f81-435e-a09b-50bf3b10f6da.methylation_array.sesame.level3betas.txt
016d0c0b-a76f-4798-88e9-52b7431ca5a7	13e99c89-1be8-590f-bfdf-64868898080d	TARGET-20-PARSAN-04A-02D	TARGET-20-PARSAN-04A-02D	14b433a9-f327-4954-a805-163ac8d075f1.methylation_array.sesame.level3betas.txt	/data2/rawdata/public/TCGA/RNA-Seq/016d0c0b-a76f-4798-88e9-52b7431ca5a7/14b433a9-f327-4954-a805-163ac8d075f1.methylation_array.sesame.level3betas.txt
016f64b0-7a79-4778-9eb9-635fbb2d2869	545ba049-b7c1-4b46-9ec2-9331dccd6c60	TCGA-FL-A1YQ-11A-11D-A17F-05	TCGA-FL-A1YQ-11A-11	4ec3cbc8-616e-4ef0-87ce-5a71fc1d88c2.methylation_array.sesame.level3betas.txt	/data2/rawdata/public/TCGA/RNA-Seq/016f64b0-7a79-4778-9eb9-635fbb2d2869/4ec3cbc8-616e-4ef0-87ce-5a71fc1d88c2.methylation_array.sesame.level3betas.txt
